id,num_orders
1028232,217.6312372267962
1127204,217.6312372267962
1212707,217.6312372267962
1082698,217.6312372267962
1400926,217.6312372267962
1284113,217.6312372267962
1197966,217.6312372267962
1132739,217.6312372267962
1057981,217.6312372267962
1095932,217.6312372267962
1454421,217.6312372267962
1149765,217.6312372267962
1166964,217.6312372267962
1010949,217.6312372267962
1409575,217.6312372267962
1181616,217.6312372267962
1456020,217.6312372267962
1264395,217.6312372267962
1472931,217.6312372267962
1412015,217.6312372267962
1461229,217.6312372267962
1014564,217.6312372267962
1485914,73.118407681705
1345389,-19.74934397709627
1006833,-19.74934397709627
1174921,-19.74934397709627
1175393,-19.74934397709627
1152412,73.118407681705
1497398,73.118407681705
1363486,73.118407681705
1366766,73.118407681705
1192413,-19.74934397709627
1319547,-19.74934397709627
1337684,-19.74934397709627
1479766,-19.74934397709627
1460444,-19.74934397709627
1139730,-19.74934397709627
1115056,43.59251138669255
1335827,43.59251138669255
1385333,73.118407681705
1096323,283.9367392392232
1230693,223.72806758875552
1027016,283.9367392392232
1181520,283.9367392392232
1306234,225.39447952743197
1271440,225.39447952743197
1269834,247.67830426860715
1176823,247.67830426860715
1193098,247.67830426860715
1034878,247.67830426860715
1010243,283.9367392392232
1451807,283.9367392392232
1016845,283.9367392392232
1198021,225.39447952743197
1413802,225.39447952743197
1231223,225.39447952743197
1274226,283.9367392392232
1425142,247.67830426860715
1211593,247.67830426860715
1419190,247.67830426860715
1180223,146.78854998379066
1194932,223.72806758875552
1323477,223.72806758875552
1371595,223.72806758875552
1171521,283.9367392392232
1052384,227.10068053759701
1060921,283.9367392392232
1261811,223.72806758875552
1246502,223.72806758875552
1497466,116.52662982422575
1232717,74.9092339457267
1136112,74.9092339457267
1196334,58.89026461071721
1349533,58.89026461071721
1463406,58.89026461071721
1447686,74.9092339457267
1336105,74.9092339457267
1012855,58.89026461071721
1180646,58.89026461071721
1062490,58.89026461071721
1098228,74.9092339457267
1101375,74.9092339457267
1400016,74.9092339457267
1439889,74.9092339457267
1408468,74.9092339457267
1044490,74.9092339457267
1290002,74.9092339457267
1190633,74.9092339457267
1040430,74.9092339457267
1049366,74.9092339457267
1224120,58.89026461071721
1293810,58.89026461071721
1197335,74.9092339457267
1323989,74.9092339457267
1129467,74.9092339457267
1229328,58.89026461071721
1164395,74.9092339457267
1217722,74.9092339457267
1171266,58.89026461071721
1024905,74.9092339457267
1343027,306.6141609423539
1141892,306.6141609423539
1302404,306.6141609423539
1170447,302.4587102311907
1140772,1044.7946407024958
1103484,1550.8038744841415
